time,node,10.1.1.1/24-10.1.9.1,10.1.1.2/24-10.1.9.1,10.1.2.1/24-10.1.9.1,10.1.2.2/24-10.1.9.1,10.1.3.1/24-10.1.9.1,10.1.3.2/24-10.1.9.1,10.1.4.1/24-10.1.9.1,10.1.4.2/24-10.1.9.1,10.1.5.1/24-10.1.9.1,10.1.5.2/24-10.1.9.1,10.1.6.1/24-10.1.9.1,10.1.6.2/24-10.1.9.1,10.1.7.1/24-10.1.9.1,10.1.7.2/24-10.1.9.1,10.1.9.2/24-10.1.9.1
16.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74.8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75.2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75.4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
